Package type;Shape;Size;Opening;;Quality;Q-S-V;;Length;Width;Paperboard;Paperboard info;LDPE;LLDPE;PA6;PP;EVOH;LK-film;LK25-film;R2-film;K40-film;EVOH-film 3141;EVOH-film 3143;OPP-film;PET-film;Al thickness;;Top Eifel weight;Top others weight;Top Orion;Cap HDPE;DIMC LDPE;Opening HDPE;Opening LDPE;Opening PP;Pulltab area;Sales 2011;;Area;Paperboard weight;LDPE weight;LLDPE weight;PA6;PP;EVOH;LK36-film weight;LK25-film;R2;K40;EVOH-film 3141 weight;EVOH-film 3143 weight;OPP-film weight;PET-film weight;Al grammage;Al weight;LS-strip weight;Pulltab weight;;Package Weight;Top Weight;Package+Top Weight;CapWeight;Opening weight;Total Weight;GWP Raw mtrl sleeve;GWP Raw mtrl top/cap/opening;GWP Raw mtrl;GWP converting sleeve;GWP converting top/cap/opening;GWP transport;GWP converting & transport;GWP total;;Sleeve Weight;Top Weight;Sleeve+Top Weight;Cap Weight;Opening Weight;Total Weight;GWP Raw mtrl sleeve;GWP Raw mtrl top/cap/opening;GWP Raw mtrl;GWP converting & transport;GWP total;Updated;SystemImage;ShapeImage;VolumeImage;OpeningImage;LastImage
Tetra Brik Aseptic;Slim;500;No opening;;TBA/jl;6971-705-07;;210;252;236;1622 CLC/C Duplex Klabin 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;18521;;0,053;12,5;2,66;0,89;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0;;17,05;0;17,0483292;0;0;17,05;27,2;0;27,2;3;0;0,4;3,4;30,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;500;No opening;;TBA/ml;7445-705-07;;210;252;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;10542;;0,053;12,1;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0;;16,15;0;16,1486892;0;0;16,15;25,9;0;25,9;3;0;0,4;3,4;29,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;500;No opening;;TBA/ml;7045-705-07;;210;252;217;1502 Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;56497;;0,053;11,5;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0;;15,51;0;15,5136492;0;0;15,51;25,4;0;25,4;3;0;0,4;3,4;28,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;500;No opening;;TBA/lk;6935-705-07;;210;252;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;37;;;;;33,1;;;;;;;;6,3;;;;;;;;;;;82498;;0,053;12,1;1,96;0;0;0;0;1,751652;0;0;0;0;0;0;0;17,01;0,9;0,11;0;;16,84;0;16,8419412;0;0;16,84;28,2;0;28,2;3;0;0,4;3,4;31,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;500;Pulltab;;TBA/ml;7414-705-38;;210;252;236;1622 CLC/C Duplex Klabin 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,0009;27754;;0,053;12,5;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0,11394;;16,52;0;16,5191292;0;0,11394;16,63;26,1;1,1;27,2;3;0,1;0,4;3,6;30,7;;17;0;17;0;0;17;26;1;27;4;31;;TBA_001;TBA_Slim;TBA_slim_500;pullTab_TBA;TBA_500_Slim_PT
Tetra Brik Aseptic;Slim;500;Pulltab;;TBA/jl;7369-705-37;;210;252;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,0009;655781;;0,053;12,1;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0,11394;;16,15;0;16,1486892;0;0,11394;16,26;25,9;1,1;26,9;3;0,1;0,4;3,6;30,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;500;Pulltab;;TBA/jl;7073-705-37;;210;252;270;1615 CLC/C Bleached MWV 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,0009;200192;;0,053;14,3;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0,11394;;18,32;0;18,3184092;0;0,11394;18,43;27,3;1,1;28,3;3;0,1;0,5;3,6;32;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;500;Strawhole;;TBA/jl;7073-705-09;;210;252;270;1615 CLC/C Bleached MWV 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;164,83;;0,053;14,3;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0;;18,32;0;18,3184092;0;0;18,32;27,3;0;27,3;3;0;0,5;3,5;30,8;;18;0;18;0;0;18;27;0;27;3;31;;TBA_001;TBA_Slim;TBA_slim_500;no_opening_TBA;TBA_500_Slim_no
Tetra Brik Aseptic;Slim;500;ReCap2;;TBA/ml;7414-705-51;;210;252;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1;0,00035;145783;;0,053;12,1;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0,04431;;16,15;0;16,1486892;0;1,04431;17,19;25,9;2,4;28,3;3;1,4;0,4;4,8;33;;16;0;16;0;1;17;26;2;28;5;33;;TBA_001;TBA_Slim;TBA_slim_500;recap2;TBA_500_Slim_ReCap
Tetra Brik Aseptic;Slim;500;ReCap2;;TBA/ml;7045-705-51;;210;252;217;1502 Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1;0,00035;19938;;0,053;11,5;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0,04431;;15,51;0;15,5136492;0;1,04431;16,56;25,4;2,4;27,9;3;1,4;0,4;4,8;32,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;No opening;;TBA/ml;7197-813-76;;270;305;268;1626 CLC/C Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1805716;;0,082;22,1;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;28,31;0;28,3103235;0;0;28,31;42,2;0;42,2;4,7;0;0,7;5,4;47,6;;29;0;29;0;0;29;43;0;43;5;48;;TBA_001;TBA_Slim;TBA_slim;no_opening_TBA;TBA_1000_Slim_no
Tetra Brik Aseptic;Slim;1000;No opening;;TBA/ml;7197-813-76;;270;305;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;117983;;0,082;22,2;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;28,48;0;28,4750235;0;0;28,48;42,3;0;42,3;4,7;0;0,7;5,4;47,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;No opening;;TBA/jl FP CD;7465-813-76;;270;305;310;1617 CLC/C Bleached MWV 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;303839;;0,082;25,5;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;31,77;0;31,7690235;0;0;31,77;44,5;0;44,5;4,7;0;0,8;5,5;50;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/ml;7045-813-28;;270;305;242;1506 Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;8055;;0,082;19,9;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;26,17;0;26,1692235;0;0,1863552;26,36;40,8;1,7;42,5;4,7;0,2;0,7;5,6;48,1;;28;0;28;0;0;28;42;2;44;6;50;;TBA_001;TBA_Slim;TBA_slim;pullTab_TBA;TBA_1000_Slim_PT
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/ml;7045-813-28;;270;305;252;1506 Duplex Korsn„s G„vle 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;139135;;0,082;20,8;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;26,99;0;26,9927235;0;0,1863552;27,18;41,3;1,7;43,1;4,7;0,2;0,7;5,6;48,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/ml;7045-813-28;;270;305;253;1506 Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;180737;;0,082;20,8;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;27,08;0;27,0750735;0;0,1863552;27,26;41,4;1,7;43,1;4,7;0,2;0,7;5,6;48,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/ml;7045-813-28;;270;305;272;1506 Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;39192;;0,082;22,4;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;28,64;0;28,6397235;0;0,1863552;28,83;42,4;1,7;44,2;4,7;0,2;0,7;5,7;49,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/ml;7197-813-28;;270;305;268;1626 CLC/C Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;195377;;0,082;22,1;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;28,31;0;28,3103235;0;0,1863552;28,5;42,2;1,7;44;4,7;0,2;0,7;5,7;49,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/ml;7197-813-28;;270;305;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;238137;;0,082;22,2;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;28,48;0;28,4750235;0;0,1863552;28,66;42,3;1,7;44,1;4,7;0,2;0,7;5,7;49,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/jl;7369-813-28;;270;305;277;1626 CLC/C Duplex Klabin 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;17562;;0,082;22,8;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;29,05;0;29,0514735;0;0,1863552;29,24;42,7;1,7;44,4;4,7;0,2;0,7;5,7;50,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/jl;7369-813-28;;270;305;292;1626 CLC/C Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;54314;;0,082;24;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;30,29;0;30,2867235;0;0,1863552;30,47;43,5;1,7;45,3;4,7;0,2;0,8;5,7;51;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;Pulltab;;TBA/jl;7556-813-28;;270;305;277;1665 CLC/C Duplex Klabin 260 mN FSC;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;61593;;0,082;22,8;4,13;1,38;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,1863552;;29,87;0;29,8749735;0;0,1863552;30,06;44,5;1,7;46,2;4,7;0,2;0,7;5,7;51,9;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;LightCap;;TBA/ml;7045-813-59;;270;305;242;1506 Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,36;1,41;;;;12254;;0,082;19,9;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;26,17;0;26,1692235;0;2,77;28,94;40,8;5,6;46,4;4,7;1,8;0,7;7,2;53,5;;28;0;28;0;3;31;42;6;48;7;55;;TBA_001;TBA_Slim;TBA_slim;?;?
Tetra Brik Aseptic;Slim;1000;LightCap;;TBA/ml;7045-813-59;;270;305;253;1506 Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,36;1,41;;;;39383;;0,082;20,8;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;27,08;0;27,0750735;0;2,77;29,85;41,4;5,6;47;4,7;1,8;0,7;7,2;54,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;LightCap;;TBA/ml;7045-813-59;;270;305;272;1506 Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,36;1,41;;;;29160;;0,082;22,4;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;28,64;0;28,6397235;0;2,77;31,41;42,4;5,6;48;4,7;1,8;0,7;7,3;55,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;LightCap;;TBA/jl;7198-813-59;;270;305;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,36;1,41;;;;120313;;0,082;22,2;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;28,48;0;28,4750235;0;2,77;31,25;42,3;5,6;47,9;4,7;1,8;0,7;7,2;55,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;LightCap;;TBA/ml;7414-813-59;;270;305;268;1626 CLC/C Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,36;1,41;;;;19797;;0,082;22,1;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;28,31;0;28,3103235;0;2,77;31,08;42,2;5,6;47,8;4,7;1,8;0,7;7,2;55;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;LightCap;;TBA/ml;7414-813-59;;270;305;292;1626 CLC/C Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,36;1,41;;;;14288;;0,082;24;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;30,29;0;30,2867235;0;2,77;33,06;43,5;5,6;49,1;4,7;1,8;0,8;7,3;56,4;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;FlexiCap;;TBA/ml;7045-813-59;;270;305;242;1506 Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;12254;;0,082;19,9;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;26,17;0;26,1692235;0;1,35;27,52;40,8;2,8;43,6;4,7;0;0,7;5,3;49;;28;0;28;0;1;30;42;3;45;5;50;;TBA_001;TBA_Slim;TBA_slim;flexicap;TBA_1000_Slim_FlexiC
Tetra Brik Aseptic;Slim;1000;FlexiCap;;TBA/ml;7045-813-59;;270;305;253;1506 Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;39383;;0,082;20,8;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;27,08;0;27,0750735;0;1,35;28,43;41,4;2,8;44,2;4,7;0;0,7;5,4;49,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;FlexiCap;;TBA/ml;7045-813-59;;270;305;272;1506 Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;29160;;0,082;22,4;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;28,64;0;28,6397235;0;1,35;29,99;42,4;2,8;45,3;4,7;0;0,7;5,4;50,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;FlexiCap;;TBA/jl;7198-813-59;;270;305;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;120313;;0,082;22,2;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;28,48;0;28,4750235;0;1,35;29,83;42,3;2,8;45,2;4,7;0;0,7;5,4;50,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;FlexiCap;;TBA/ml;7414-813-59;;270;305;268;1626 CLC/C Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;19797;;0,082;22,1;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;28,31;0;28,3103235;0;1,35;29,66;42,2;2,8;45,1;4,7;0;0,7;5,4;50,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;FlexiCap;;TBA/ml;7414-813-59;;270;305;292;1626 CLC/C Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;14288;;0,082;24;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0;;30,29;0;30,2867235;0;1,35;31,64;43,5;2,8;46,4;4,7;0;0,8;5,5;51,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/jl;7369-813-61;;270;305;268;1626 CLC/C Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;1627793;;0,082;22,1;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;28,31;0;28,3103235;0;1,7833028;30,09;42,2;4,2;46,4;4,7;2,3;0,7;7,7;54,1;;29;0;29;0;2;31;42;4;47;8;54;;TBA_001;TBA_Slim;TBA_slim;recap3;TBA_1000_Slim_ReCap3
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/jl;7369-813-61;;270;305;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;1538405;;0,082;22,2;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;28,48;0;28,4750235;0;1,7833028;30,26;42,3;4,2;46,5;4,7;2,3;0,7;7,7;54,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/jl;7369-813-61;;270;305;277;1626 CLC/C Duplex Klabin 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;242155;;0,082;22,8;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;29,05;0;29,0514735;0;1,7833028;30,83;42,7;4,2;46,9;4,7;2,3;0,7;7,8;54,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/jl;7369-813-61;;270;305;292;1626 CLC/C Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;1203858;;0,082;24;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;30,29;0;30,2867235;0;1,7833028;32,07;43,5;4,2;47,7;4,7;2,3;0,8;7,8;55,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/ml;7045-813-61;;270;305;242;1506 Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;16817;;0,082;19,9;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;26,17;0;26,1692235;0;1,7833028;27,95;40,8;4,2;45;4,7;2,3;0,7;7,7;52,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/ml;7045-813-61;;270;305;253;1506 Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;727746;;0,082;20,8;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;27,08;0;27,0750735;0;1,7833028;28,86;41,4;4,2;45,6;4,7;2,3;0,7;7,7;53,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/ml;7045-813-61;;270;305;252;1506 Duplex Korsn„s G„vle 260 mN;;;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;323322;;0,082;20,8;0;0;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;22,3;0;22,2987735;0;1,7833028;24,08;31,1;4,2;35,3;4,7;2,3;0,6;7,6;42,9;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/ml;7045-813-61;;270;305;272;1506 Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;24188;;0,082;22,4;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;28,64;0;28,6397235;0;1,7833028;30,42;42,4;4,2;46,6;4,7;2,3;0,7;7,7;54,4;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/jl;7073-813-61;;270;305;290;1617 CLC/C Bleached ITC 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;6976;;0,082;23,9;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;30,12;0;30,1220235;0;1,7833028;31,91;43,4;4,2;47,6;4,7;2,3;0,8;7,8;55,4;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;ReCap3 ;;TBA/jl;7073-813-61;;270;305;310;1617 CLC/C Bleached MWV 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;1390518;;0,082;25,5;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,0833028;;31,77;0;31,7690235;0;1,7833028;33,55;44,5;4,2;48,7;4,7;2,3;0,8;7,8;56,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;SlimCap;;TBA/ml;7045-813-59;;270;305;242;1506 Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;3,3;;;0,00056;12254;;0,082;19,9;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,070896;;26,17;0;26,1692235;0;3,370896;29,54;40,8;7;47,8;4,7;4,4;0,7;9,7;57,5;;28;0;28;0;3;32;42;7;49;10;59;;TBA_001;TBA_Slim;TBA_slim;slimcap;TBA_1000_Slim_SlimCap
Tetra Brik Aseptic;Slim;1000;SlimCap;;TBA/ml;7045-813-59;;270;305;253;1506 Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;3,3;;;0,00056;39383;;0,082;20,8;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,070896;;27,08;0;27,0750735;0;3,370896;30,45;41,4;7;48,4;4,7;4,4;0,7;9,8;58,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;SlimCap;;TBA/ml;7045-813-59;;270;305;272;1506 Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;3,3;;;0,00056;29160;;0,082;22,4;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,070896;;28,64;0;28,6397235;0;3,370896;32,01;42,4;7;49,4;4,7;4,4;0,7;9,8;59,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;SlimCap;;TBA/jl;7198-813-59;;270;305;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;3,3;;;0,00056;120313;;0,082;22,2;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,070896;;28,48;0;28,4750235;0;3,370896;31,85;42,3;7;49,3;4,7;4,4;0,7;9,8;59,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;SlimCap;;TBA/ml;7414-813-59;;270;305;268;1626 CLC/C Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;3,3;;;0,00056;19797;;0,082;22,1;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,070896;;28,31;0;28,3103235;0;3,370896;31,68;42,2;7;49,2;4,7;4,4;0,7;9,8;59;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;1000;SlimCap;;TBA/ml;7414-813-59;;270;305;292;1626 CLC/C Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;3,3;;;0,00056;14288;;0,082;24;3,6;1,1;0;0;0;0;0;0;0;0;0;0;0;17,01;1,4;0,15;0,070896;;30,29;0;30,2867235;0;3,370896;33,66;43,5;7;50,5;4,7;4,4;0,8;9,9;60,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;200;StreamCap;;TBA/ml;7509-470-56;;145;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;47,7;13,3;;;;;;;;;;;;9;;;;;;;2,3;;;;1;;0,031;6,1;1,48;0,41;0;0;0;0;0;0;0;0;0;0;0;24,3;0,75;0,08;0;;8,87;0;8,869099;0;2,3;11,17;17,6;4,4;22;1,8;3;0,2;5;26,9;;9;0;9;0;2;11;18;4;22;5;27;;TBA_001;TBA_Square;TBA_Square_200;streamcap_200;TBA_200_Sq_SC
Tetra Brik Aseptic;Square;200;No opening;;TBA/jl;7588-470-07;;145;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;1;;0,031;6,1;1,56;0,52;0;0;0;0;0;0;0;0;0;0;0;17,01;0,53;0,08;0;;8,83;0;8,8290703;0;0;8,83;15,2;0;15,2;1,8;0;0,2;2;17,2;;9;0;9;0;0;9;15;0;15;2;17;;TBA_001;TBA_Square;TBA_Square_200;no_opening_TBA;TBA_200_Sq_no
Tetra Brik Aseptic;Square;250;StreamCap;;TBA/ml;7476-561-56;;165;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;47,7;13,3;;;;;;;;;;;;9;;;;;;;2,3;;;;1;;0,035;7;1,68;0,47;0;0;0;0;0;0;0;0;0;0;0;24,3;0,86;0,09;0;;10,09;0;10,092423;0;2,3;12,39;20;4,4;24,4;2;3;0,2;5,2;29,6;;10;0;10;0;2;12;20;4;24;5;30;;TBA_001;TBA_Square;TBA_Square_250;streamcap_TBA_1000;TBA_250_Sq_SC
