Package type;Shape;Size;Opening;;Quality;Q-S-V;;Length;Width;Paperboard;Paperboard info;LDPE;LLDPE;PA6;PP;EVOH;LK-film;LK25-film;R2-film;K40-film;EVOH-film 3141;EVOH-film 3143;OPP-film;PET-film;Al thickness;;Top Eifel weight;Top others weight;Top Orion;Cap HDPE;DIMC LDPE;Opening HDPE;Opening LDPE;Opening PP;Pulltab area;Sales 2011;;Area;Paperboard weight;LDPE weight;LLDPE weight;PA6;PP;EVOH;LK36-film weight;LK25-film;R2;K40;EVOH-film 3141 weight;EVOH-film 3143 weight;OPP-film weight;PET-film weight;Al grammage;Al weight;LS-strip weight;Pulltab weight;;Package Weight;Top Weight;Package+Top Weight;CapWeight;Opening weight;Total Weight;GWP Raw mtrl sleeve;GWP Raw mtrl top/cap/opening;GWP Raw mtrl;GWP converting sleeve;GWP converting top/cap/opening;GWP transport;GWP converting & transport;GWP total;;Sleeve Weight;Top Weight;Sleeve+Top Weight;Cap Weight;Opening Weight;Total Weight;GWP Raw mtrl sleeve;GWP Raw mtrl top/cap/opening;GWP Raw mtrl;GWP converting & transport;GWP total;Updated;SystemImage;ShapeImage;VolumeImage;OpeningImage;LastImage
Tetra Brik Aseptic;Base;200;No opening;;TBA/ml;7414-460-07;;140;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;534758;;0,03;5,9;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,23;0;8,2250196;0;0;8,23;14,1;0;14,1;1,7;0;0,2;1,9;16;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;200;Strawhole;;TBA/jl;7369-460-09;;140;214;191;1621 CLC/C Duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1074079;;0,03;5,7;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,02;0;8,0152996;0;0;8,02;13,9;0;13,9;1,7;0;0,2;1,9;15,8;;8;0;8;0;0;8;14;0;14;2;16;;TBA_001;TBA_Base;TBA_base_200;straw_hole_TBA;TBA_200_Base_no
Tetra Brik Aseptic;Base;200;Strawhole;;TBA/jl;7369-460-09;;140;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;2274400;;0,03;5,9;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,23;0;8,2250196;0;0;8,23;14,1;0;14,1;1,7;0;0,2;1,9;16;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;200;Strawhole;;TBA/jl;7406-460-09;;140;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;855681;;0,03;5,9;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,23;0;8,2250196;0;0;8,23;14,1;0;14,1;1,7;0;0,2;1,9;16;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;200;Strawhole;;TBA/jl;7198-460-09;;140;214;191;1621 CLC/C Duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;258700;;0,03;5,7;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,02;0;8,0152996;0;0;8,02;13,9;0;13,9;1,7;0;0,2;1,9;15,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;200;Strawhole;;TBA/jl;7198-460-09;;140;214;192;1667 CLC/C Duplex Klabin 80 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;368498;;0,03;5,8;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,05;0;8,0452596;0;0;8,05;14;0;14;1,7;0;0,2;1,9;15,9;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;200;Strawhole;;TBA/jl;7198-460-09;;140;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;342788;;0,03;5,9;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,23;0;8,2250196;0;0;8,23;14,1;0;14,1;1,7;0;0,2;1,9;16;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;200;Strawhole;;TBA/ml;7414-460-09;;140;214;191;1621 CLC/C Duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;236509;;0,03;5,7;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,02;0;8,0152996;0;0;8,02;13,9;0;13,9;1,7;0;0,2;1,9;15,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;200;Strawhole;;TBA/ml;7414-460-09;;140;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;453886;;0,03;5,9;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,08;0;;8,23;0;8,2250196;0;0;8,23;14,1;0;14,1;1,7;0;0,2;1,9;16;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;Pulltab;;TBA/jl;7367-560-11;;163,33;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00063;73636;;0,035;6,9;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0,079758;;9,6;0;9,595660366;0;0,079758;9,68;16,4;0,7;17,2;2;0,1;0,2;2,3;19,5;;10;0;10;0;0;10;17;1;17;2;20;;TBA_001;TBA_Base;TBA_Base_250;pullTab_TBA;TBA_250_Base_pt
Tetra Brik Aseptic;Base;250;Pulltab;;TBA/jl;7429-560-17;;163,33;214;217;1612 CLC/C Bleached MWV 80 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,00063;14359;;0,035;7,6;1,75;0,59;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0,079758;;10,61;0;10,60928635;0;0,079758;10,69;17,6;0,7;18,4;2;0,1;0,3;2,4;20,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;No opening;;TBA/ml;7414-560-07;;163,33;214;191;1621 CLC/C Duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;782;;0,035;6,7;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,35;0;9,350992026;0;0;9,35;16,3;0;16,3;2;0;0,2;2,2;18,5;;10;0;10;0;0;10;16;0;16;2;19;;TBA_001;TBA_base;TBA_Base_250;no_opening_TBA;TBA_250_base_no
Tetra Brik Aseptic;Base;250;No opening;;TBA/ml;7414-560-07;;163,33;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1238666;;0,035;6,9;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,6;0;9,595660366;0;0;9,6;16,4;0;16,4;2;0;0,2;2,2;18,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;No opening;;TBA/ml;7045-560-07;;163,33;214;200;1501 Duplex Packages 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;173551;;0,035;7;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,67;0;9,665565606;0;0;9,67;16,5;0;16,5;2;0;0,2;2,2;18,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;No opening;;TBA/lk;6539-560-07;;163,33;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;37;;;;;;23;;;;;;;6,3;;;;;;;;;;;127435;;0,035;6,9;1,29;0;0;0;0;0;0,80391026;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,7;0;9,700518226;0;0;9,7;17,1;0;17,1;2;0;0,2;2,2;19,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;Strawhole;;TBA/jl;7139-560-09;;163,33;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;2858393;;0,035;6,9;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,6;0;9,595660366;0;0;9,6;16,4;0;16,4;2;0;0,2;2,2;18,6;;9;0;9;0;0;9;16;0;16;2;19;;TBA_001;TBA_Base;TBA_Base_250;straw_hole_TBA;TBA_250_Base_no
Tetra Brik Aseptic;Base;250;Strawhole;;TBA/jl;7369-560-09;;163,33;214;191;1621 CLC/C Duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;3146931;;0,035;6,7;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,35;0;9,350992026;0;0;9,35;16,3;0;16,3;2;0;0,2;2,2;18,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;Strawhole;;TBA/jl;7369-560-10;;163,33;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1762427;;0,035;6,9;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,6;0;9,595660366;0;0;9,6;16,4;0;16,4;2;0;0,2;2,2;18,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;Strawhole;;TBA/jl;7406-560-09;;163,33;214;191;1621 CLC/C Duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;961934;;0,035;6,7;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,35;0;9,350992026;0;0;9,35;16,3;0;16,3;2;0;0,2;2,2;18,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;Strawhole;;TBA/jl;7406-560-09;;163,33;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;587069;;0,035;6,9;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,6;0;9,595660366;0;0;9,6;16,4;0;16,4;2;0;0,2;2,2;18,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;Strawhole;;TBA/jl;6973-560-09;;163,33;214;185;1501 Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;300917;;0,035;6,5;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,14;0;9,141276306;0;0;9,14;16,1;0;16,1;2;0;0,2;2,2;18,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;250;Strawhole;;TBA/jl;6973-560-09;;163,33;214;200;1501 Duplex Packages 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1034479;;0,035;7;1,53;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,09;0;;9,67;0;9,665565606;0;0;9,67;16,5;0;16,5;2;0;0,2;2,2;18,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;284;Strawhole;;TBA/jl;7198-570-09;;176,67;214;198;1621 CLC/C duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1;;0,038;7,5;1,65;0,5;0;0;0;0;0;0;0;0;0;0;0;17,01;0,64;0,1;0;;10,38;0;10,37938723;0;0;10,38;17,8;0;17,8;2,2;0;0,3;2,4;20,2;;10;0;10;0;0;10;18;0;18;2;20;;TBA_001;TBA_Base;TBA_Base_284;;TBA_284_Base_no
Tetra Brik Aseptic;Base;500;No opening;;TBA/jl;6971-700-07;;166,67;322;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;10733;;0,054;12,3;2,69;0,9;0;0;0;0;0;0;0;0;0;0;0;17,01;0,91;0,09;0;;16,89;0;16,8885411;0;0;16,89;27,3;0;27,3;3,1;0;0,4;3,5;30,7;;17;0;17;0;0;17;28;0;28;3;31;;TBA_001;TBA_Base;TBA_Base_500;no_opening_TBA;TBA_500_Base_no
Tetra Brik Aseptic;Base;500;No opening;;TBA/jl;6971-700-07;;166,67;322;236;1622 CLC/C Duplex Klabin 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;154970;;0,054;12,7;2,69;0,9;0;0;0;0;0;0;0;0;0;0;0;17,01;0,91;0,09;0;;17,26;0;17,26421528;0;0;17,26;27,5;0;27,5;3,1;0;0,4;3,5;31;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;500;No opening;;TBA/jl;7556-700-07;;166,67;322;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;271769;;0,054;12,3;2,69;0,9;0;0;0;0;0;0;0;0;0;0;0;17,01;0,91;0,09;0;;16,89;0;16,8885411;0;0;16,89;27,3;0;27,3;3,1;0;0,4;3,5;30,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;500;No opening;;TBA/lk;6539-700-07;;166,67;322;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;37;;;;;;23;;;;;;;6,3;;;;;;;;;;;82503;;0,054;12,3;1,99;0;0;0;0;0;1,23435802;0;0;0;0;0;0;17,01;0,91;0,09;0;;16,51;0;16,51286692;0;0;16,51;27,1;0;27,1;3,1;0;0,4;3,5;30,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;500;No opening;;TBA/lk;6935-700-07;;166,67;322;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;37;;;;;33,1;;;;;;;;6,3;;;;;;;;;;;130053;;0,054;12,3;1,99;0;0;0;0;1,776402194;0;0;0;0;0;0;0;17,01;0,91;0,09;0;;17,05;0;17,05491109;0;0;17,05;28,5;0;28,5;3,1;0;0,4;3,5;32;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;500;Strawhole;;TBA/jl;7369-700-09;;166,67;322;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;497;;0,054;12,3;2,35;0,71;0;0;0;0;0;0;0;0;0;0;0;17,01;0,91;0,09;0;;16,35;0;16,3518637;0;0;16,35;26,1;0;26,1;3,1;0;0,4;3,5;29,6;;16;0;16;0;0;16;26;0;26;3;30;;TBA_001;TBA_base;TBA_Base_500;straw_hole_TBA;TBA_500_Base_no
Tetra Brik Aseptic;Base;1000;No opening;;TBA/ml;7029-810-07;;245;322;309;1132 Bleached Clearwater 290 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;79015;;0,079;24,4;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;30,35;0;30,3479589;0;0;30,35;42,5;0;42,5;4,5;0;0,8;5,3;47,8;;28;0;28;0;0;28;41;0;41;5;46;;TBA_001;TBA_Base;TBA_Base;no_opening_TBA;TBA_1000_Base_no
Tetra Brik Aseptic;Base;1000;No opening;;TBA/ml;7101-810-07;;245;322;280;1128 Bleached ITC 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;56720;;0,079;22,1;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;28,06;0;28,0601489;0;0;28,06;41;0;41;4,5;0;0,7;5,2;46,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;No opening;;TBA/ml;7045-810-07;;245;322;252;1506 Duplex Korsn„s G„vle 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;199573;;0,079;19,9;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;25,85;0;25,8512289;0;0;25,85;39,6;0;39,6;4,5;0;0,7;5,1;44,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;No opening;;TBA/ml;7197-810-07;;245;322;277;1665 CLC/C Duplex Klabin 260 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;78544;;0,079;21,9;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;27,82;0;27,8234789;0;0;27,82;40,9;0;40,9;4,5;0;0,7;5,2;46,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;No opening;;TBA/ml;7414-810-07;;245;322;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;19547;;0,079;21,3;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;27,27;0;27,2712489;0;0;27,27;40,5;0;40,5;4,5;0;0,7;5,2;45,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;No opening;;TBA/ml;7414-810-07;;245;322;268;1626 CLC/C Duplex Korsn„s G„vle 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;20918;;0,079;21,1;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;27,11;0;27,1134689;0;0;27,11;40,4;0;40,4;4,5;0;0,7;5,2;45,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;No opening;;TBA/lk;6552-810-07;;245;322;252;1506 Duplex Korsn„s G„vle 260 mN;37;;;;;;23;;;;;;;6,3;;;;;;;;;;;30142;;0,079;19,9;2,92;0;0;0;0;0;1,81447;0;0;0;0;0;0;17,01;1,34;0,13;0;;26,09;0;26,0878989;0;0;26,09;41;0;41;4,5;0;0,7;5,1;46,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;No opening;;TBA/lk;7630-810-07;;245;322;310;1617 CLC/C Bleached MWV 260 mN;43,7;13,3;;;;33,1;;;;;;;;6,3;;;;;;;;;;;22506;;0,079;24,5;3,45;1,05;0;0;0;2,611259;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;33,04;0;33,0381079;0;0;33,04;49,3;0;49,3;4,5;0;0,8;5,3;54,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;No opening;;TBA/ml;7465-810-07;;245;322;290;1617 CLC/C Bleached ITC 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;52784;;0,079;22,9;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;28,85;0;28,8490489;0;0;28,85;41,5;0;41,5;4,5;0;0,7;5,2;46,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/jl;7073-810-37;;245;322;310;1617 CLC/C Bleached MWV 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;903889;;0,079;24,5;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;30,43;0;30,4268489;0;0,1863552;30,61;42,6;1,7;44,3;4,5;0,2;0,8;5,5;49,9;;28;0;28;0;0;28;41;2;42;5;48;;TBA_001;TBA_Base;TBA_Base;pullTab_TBA;TBA_1000_Base_PT
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7045-810-38;;245;322;242;1506 Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;104883;;0,079;19,1;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;25,06;0;25,0623289;0;0,1863552;25,25;39;1,7;40,8;4,5;0,2;0,6;5,4;46,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7045-810-38;;245;322;245;1506 Duplex Stora Enso Skoghall 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;267971;;0,079;19,3;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;25,3;0;25,2989989;0;0,1863552;25,49;39,2;1,7;40,9;4,5;0,2;0,6;5,4;46,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7045-810-38;;245;322;252;1506 Duplex Korsn„s G„vle 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;1403199;;0,079;19,9;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;25,85;0;25,8512289;0;0,1863552;26,04;39,6;1,7;41,3;4,5;0,2;0,7;5,4;46,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7045-810-38;;245;322;253;1506 Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;524943;;0,079;20;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;25,93;0;25,9301189;0;0,1863552;26,12;39,6;1,7;41,4;4,5;0,2;0,7;5,4;46,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7045-810-38;;245;322;272;1506 Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;281845;;0,079;21,5;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;27,43;0;27,4290289;0;0,1863552;27,62;40,6;1,7;42,4;4,5;0,2;0,7;5,4;47,8;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7197-810-38;;245;322;268;1626 CLC/C Duplex Korsn„s G„vle 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;372008;;0,079;21,1;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;27,11;0;27,1134689;0;0,1863552;27,3;40,4;1,7;42,1;4,5;0,2;0,7;5,4;47,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7197-810-38;;245;322;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;212360;;0,079;21,3;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;27,27;0;27,2712489;0;0,1863552;27,46;40,5;1,7;42,3;4,5;0,2;0,7;5,4;47,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7197-810-38;;245;322;277;1665 CLC/C Duplex Klabin 260 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;5283954;;0,079;21,9;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;27,82;0;27,8234789;0;0,1863552;28,01;40,9;1,7;42,6;4,5;0,2;0,7;5,4;48,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;Pulltab;;TBA/ml;7197-810-38;;245;322;292;1626 CLC/C Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,001472;163003;;0,079;23;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,1863552;;29,01;0;29,0068289;0;0,1863552;29,19;41,7;1,7;43,4;4,5;0,2;0,7;5,5;48,9;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;FlexiCap;;TBA/ml;7414-810-59;;245;322;268;1626 CLC/C Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;5912;;0,079;21,1;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;27,11;0;27,1134689;0;1,35;28,46;40,4;2,8;43,3;4,5;0;0,7;5,2;48,4;;28;0;28;0;1;29;41;3;44;5;49;;TBA_001;TBA_Base;TBA_Base;flexicap;TBA_1000_Base_FlexiC
Tetra Brik Aseptic;Base;1000;FlexiCap;;TBA/ml;7414-810-59;;245;322;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;9221;;0,079;21,3;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;27,27;0;27,2712489;0;1,35;28,62;40,5;2,8;43,4;4,5;0;0,7;5,2;48,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;FlexiCap;;TBA/ml;7414-810-59;;245;322;277;1665 CLC/C Duplex Klabin 260 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;384547;;0,079;21,9;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0;;27,82;0;27,8234789;0;1,35;29,17;40,9;2,8;43,7;4,5;0;0,7;5,2;48,9;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7045-810-61;;245;322;245;1506 Duplex Stora Enso Skoghall 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;2982;;0,079;19,3;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;25,3;0;25,2989989;0;1,7833028;27,08;39,2;4,2;43,4;4,5;2,3;0,6;7,4;50,9;;28;0;28;0;2;30;41;4;46;8;53;;TBA_001;TBA_Base;TBA_Base;recap3;TBA_1000_Base_ReCap3
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7045-810-61;;245;322;252;1506 Duplex Korsn„s G„vle 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;370137;;0,079;19,9;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;25,85;0;25,8512289;0;1,7833028;27,63;39,6;4,2;43,8;4,5;2,3;0,7;7,5;51,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7045-810-61;;245;322;253;1506 Duplex Stora Enso Tainionkoski 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;7527;;0,079;20;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;25,93;0;25,9301189;0;1,7833028;27,71;39,6;4,2;43,8;4,5;2,3;0,7;7,5;51,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7045-810-61;;245;322;272;1506 Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;13562;;0,079;21,5;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;27,43;0;27,4290289;0;1,7833028;29,21;40,6;4,2;44,8;4,5;2,3;0,7;7,5;52,3;;;;;;;;;;;;;;;;;;
